experiment_num,dataset,method,phenotype,mse_train,rmse_train,r2_train,mse_val,rmse_val,r2_val,mse_test,rmse_test,r2_test,gp_runtime_seconds,eval_time_seconds,eval_memory_mb,total_memory_mb
,LAKEERIE,arima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.002376772836558203,0.0487521572503023,0.9350076397839113,0.0021683620492698673,0.04656567458192641,0.9169433227924337,0.0014743215393106049,0.03839689491756599,0.9579818928640716,,0.5699436664581299,0.015625,298.859375
,LAKEERIE,arima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.0023498692486542145,0.04847544995824396,0.9357433128146977,0.002112556867311454,0.0459625594077555,0.9190808777205834,0.0014510415376810552,0.03809253913407526,0.9586453720146594,,0.520733118057251,0.0,298.859375
,LAKEERIE,arima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.003366630437359838,0.05802267175302976,0.907940189010158,0.003112920514302188,0.055793552623060204,0.8807630697944253,0.005903565168026732,0.07683466124104883,0.8317486198905609,,0.5627069473266602,0.0,298.859375
,LAKEERIE,sarima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.002636271007393398,0.05134462978144256,0.927911716128557,0.0021114813408366667,0.04595085789010545,0.9191220745563584,0.0014826215014902978,0.038504824392409556,0.9577453442613472,,0.5681688785552979,0.0,298.859375
,LAKEERIE,sarima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0023714033686632243,0.04869705708421428,0.9351544667697433,0.0021646653425649487,0.046525964176628826,0.9170849209981508,0.0014427308665710256,0.037983297205100894,0.9588822258214863,,0.5702369213104248,0.0,298.859375
,LAKEERIE,sarima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.0023498583240243323,0.04847533727602452,0.9357436115464358,0.0021125556156388423,0.04596254579153381,0.9190809256644994,0.0014510597182195854,0.03809277776980284,0.9586448538700109,,0.5702219009399414,0.0,298.859375
,LAKEERIE,sarima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.0027478751888691238,0.05242017921439342,0.9248599229354828,0.002213108341890028,0.04704368546245105,0.9152293662215559,0.0022701446367536433,0.047646034848176436,0.9353009652115841,,0.511167049407959,0.0,298.859375
,Nordic,arima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.002775545631556366,0.05268344741525906,0.9100648092578135,0.0008645627915708795,0.029403448633976245,0.9662392708771188,0.0004366022180892524,0.020895028549615634,0.9695435215351691,,0.6021690368652344,0.59375,299.453125
,Nordic,arima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.002472843882060229,0.04972769733317871,0.9198731652327299,0.0007710642644123899,0.027768043942856147,0.9698903399256152,0.0002693050470169474,0.01641051635436702,0.9812138302896455,,0.5920059680938721,0.125,299.578125
,Nordic,arima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.0022624706008059154,0.047565434937630026,0.9266898289407796,0.0006698295862056,0.025881066172118956,0.973843501664824,0.00022897909208824862,0.015132055117803682,0.9840268864926915,,0.5872328281402588,0.015625,299.59375
,Nordic,arima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.0027766631554451736,0.0526940523725892,0.9100285984591309,0.0009628643661522657,0.031030055851581476,0.9624006453149837,0.0005110291837186869,0.022605954607551677,0.9643516485167133,,0.5914440155029297,0.0,299.59375
,Nordic,sarima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0008631034879572134,0.029378622975851223,0.9720331109180318,0.0008645627945495401,0.029403448684627798,0.9662392707608037,0.00043660221766960014,0.02089502853957372,0.9695435215644432,,0.5940239429473877,0.203125,299.796875
,Nordic,sarima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.00045337736819182054,0.021292659960461036,0.985309346161368,0.0007349226123725349,0.02710945614306076,0.9713016527145383,0.0002684266304631312,0.016383730663775305,0.9812751068332497,,0.5954720973968506,0.0,299.796875
,Nordic,sarima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.00011177915530725364,0.010572566164713922,0.9963780528270684,0.0006698280599312732,0.025881036685791264,0.9738435612650458,0.00022897672821562543,0.015131977009486415,0.9840270513916147,,0.5993168354034424,0.0,299.796875
,Nordic,sarima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.0009239971679180681,0.030397321722777947,0.9700599908727302,0.0011798901209784042,0.03434952868640855,0.9539259020195184,0.0005040014238003305,0.022449976031174965,0.9648418906862243,,0.5377600193023682,0.234375,300.03125
,PIGS,arima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.012386550302293079,0.11129487994644263,0.5735414944140129,0.007076391288711743,0.08412128915269751,0.5526311545814131,0.011352627454362543,0.10654870930406686,0.08287516648500015,,0.564542293548584,0.0,300.03125
,PIGS,arima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.009041162689129044,0.09508502873286122,0.6887203753209666,0.007809025269635372,0.08836868941902087,0.5063140976539555,0.010309481925980385,0.10153561900131591,0.1671459375373674,,0.5663421154022217,0.0,300.03125
,PIGS,arima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.008902301852191414,0.09435201032405942,0.693501237107309,0.006927620990172704,0.08323233139935889,0.562036399991762,0.009928117097110856,0.09963993725966941,0.19795459012386962,,0.5679306983947754,0.0,300.03125
,PIGS,arima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.012480506184759085,0.1117161858673983,0.5703066724297152,0.007705327313886068,0.08777999381343148,0.5128698734502767,0.012086084755172893,0.10993673069167054,0.023622635949651416,,0.5743529796600342,0.0,300.03125
,PIGS,sarima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.012386550302293102,0.11129487994644274,0.5735414944140123,0.007076391288711735,0.08412128915269745,0.5526311545814138,0.011352627454362541,0.10654870930406685,0.08287516648499982,,0.5241949558258057,0.0,300.03125
,PIGS,sarima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.009028215152628588,0.09501692034910723,0.6891661481093745,0.007877771958396614,0.08875681358857254,0.50196793793459,0.010323021958962208,0.10160227339465494,0.16605210260407377,,0.5677189826965332,0.0,300.03125
,PIGS,sarima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.00890230185219143,0.0943520103240595,0.6935012371073086,0.006927620990172682,0.08323233139935876,0.5620363999917634,0.009928117097110844,0.09963993725966935,0.19795459012386996,,0.5684781074523926,0.0,300.03125
,PIGS,sarima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.013364491243166724,0.11560489281672608,0.5398718106022805,0.019030394394055104,0.13795069551856237,-0.2030998881463324,0.01269489053307235,0.11267160482158915,-0.025559890293157306,,0.5894336700439453,0.0,300.03125
,POLLUTION,arima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.001190171979246371,0.034498869245909655,0.8315334158950893,0.010140755410524142,0.10070131781920305,0.7873371700467262,0.014307518141523692,0.11961403822931359,0.25050849618541116,,0.5252537727355957,0.0,300.03125
,POLLUTION,arima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0006321469240440024,0.025142532172476233,0.9105208030409575,0.010173262732515282,0.10086259332634315,0.7866554556370026,0.014859163651496561,0.12189816918845238,0.22161084819695986,,0.5662636756896973,0.0,300.03125
,POLLUTION,arima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.001172120585044752,0.0342362466553323,0.8340885564735152,0.010079946902237817,0.10039893875055561,0.7886123915597101,0.01433550031348673,0.11973094968923755,0.24904266542866305,,0.5679750442504883,0.0,300.03125
,POLLUTION,arima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.0025457900059471846,0.05045582231960138,0.639648257874535,0.010430876054698923,0.10213166039333212,0.7812530200282725,0.014280019548816256,0.1194990357652155,0.25194899490763645,,0.5675008296966553,0.0,300.03125
,POLLUTION,sarima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0011901719792463685,0.03449886924590962,0.831533415895089,0.010140755410524139,0.10070131781920304,0.7873371700467264,0.014307518141523682,0.11961403822931355,0.2505084961854117,,0.5164821147918701,0.0,300.03125
,POLLUTION,sarima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.000602360922407511,0.02454304224026661,0.9147369550234802,0.009776701761415882,0.09887720546928844,0.7949717767540168,0.01250544961649685,0.11182776764514639,0.34490886915292496,,0.5639009475708008,0.0,300.03125
,POLLUTION,sarima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.0011721205850447503,0.03423624665533227,0.8340885564735149,0.010079946902237815,0.1003989387505556,0.7886123915597101,0.014335500313486729,0.11973094968923753,0.24904266542866327,,0.5675430297851562,0.0,300.03125
,POLLUTION,sarima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.0015107840010464126,0.03886880498608637,0.786151392895502,0.010146817698603884,0.10073141366328522,0.7872100371767538,0.014303811783539648,0.11959854423670736,0.25070265171900263,,0.5716691017150879,0.0,300.03125
,REDWINE,arima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.00860054226687271,0.09273910861590547,0.4059546421003899,0.01736305542748834,0.1317689471290119,0.09763222365071733,0.031103917268726033,0.1763630269323081,0.14255990451170264,,0.5745649337768555,0.0,300.03125
,REDWINE,arima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0030679382924477146,0.05538897266106056,0.7880953962669486,0.007635498620573828,0.08738134023104606,0.60317883333729,0.009423713877052537,0.09707581509857405,0.7402169618449067,,0.5201847553253174,0.0,300.03125
,REDWINE,arima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.001908810856733981,0.043689939994625546,0.8681571238921997,0.008327947052917296,0.09125758627597651,0.5671918980458723,0.010331062744024856,0.10164183559944623,0.7152041220660343,,0.5583901405334473,0.0,300.03125
,REDWINE,arima + rbf,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):arima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):rbf,0.0104128051910611,0.10204315357269737,0.28078039796529974,0.017421262465318936,0.131989630143125,0.09460717108929317,0.030281865563018352,0.17401685424986382,0.16522136181139224,,0.5671460628509521,0.0,300.03125
,REDWINE,sarima,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.008600542266872692,0.09273910861590536,0.4059546421003907,0.01736305542748834,0.1317689471290119,0.09763222365071833,0.03110391726872599,0.176363026932308,0.14255990451170408,,0.5683269500732422,0.0,300.03125
,REDWINE,sarima + mlp,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):mlp,0.0030193610036956717,0.05494871248442198,0.7914506629451498,0.0077415884323948116,0.08798629684442238,0.5976652860249518,0.010601608854064307,0.10296411439945621,0.7077459912967805,,0.5668280124664307,0.0,300.03125
,REDWINE,sarima + svr,1~(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):sarima;(01.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000 00.00000):svr,0.0019088108567339786,0.04368993999462552,0.8681571238921997,0.008327947052917313,0.0912575862759766,0.5671918980458719,0.010331062744024845,0.10164183559944619,0.7152041220660348,,0.5727159976959229,0.0,300.03125
